comp_id;wine_id;residual_sugar;chlorides;sulphates
3214;3214;6.1;0.067;0.79
3215;3215;8.5;0.048;0.46
3216;3216;7.8;0.04;0.5
3217;3217;14.9;0.06;0.45
3218;3218;6.2;0.046;0.44
3219;3219;8.2;0.042;0.49
3220;3220;10.6;0.094;0.54
3221;3221;11.2;0.047;0.74
3222;3222;11.6;0.043;0.51
3223;3223;7.1;0.031;0.38
3224;3224;1.7;0.047;0.45
3225;3225;7.7;0.048;0.47
3226;3226;17.3;0.06;0.61
3227;3227;1.4;0.042;0.6
3228;3228;7.7;0.046;0.52
3229;3229;3.4;0.049;0.43
3230;3230;1.6;0.046;0.46
3231;3231;1.4;0.039;0.68
3232;3232;1.4;0.157;0.53
3233;3233;10.4;0.049;0.45
3234;3234;4.1;0.061;0.45
3235;3235;2.8;0.032;0.44
3236;3236;15.7;0.056;0.48
3237;3237;10.9;0.045;0.77
3238;3238;6.5;0.027;0.43
3239;3239;5.9;0.034;0.4
3240;3240;17.3;0.055;0.67
3241;3241;1.4;0.051;0.66
3242;3242;13.5;0.06;0.46
3243;3243;8.5;0.035;0.42
3244;3244;6.2;0.053;0.47
3245;3245;14.95;0.067;0.49
3246;3246;7.7;0.043;0.44
3247;3247;1.3;0.033;0.39
3248;3248;1.3;0.148;0.56
3249;3249;1.3;0.047;0.54
3250;3250;1.3;0.046;0.55
3251;3251;15.6;0.049;0.68
3252;3252;4.9;0.158;0.49
3253;3253;5.0;0.157;0.49
3254;3254;6.5;0.037;0.58
3255;3255;1.4;0.047;0.64
3256;3256;2.7;0.047;0.56
3257;3257;1.2;0.054;0.46
3258;3258;6.4;0.031;0.58
3259;3259;6.9;0.041;0.37
3260;3260;7.2;0.04;0.57
3261;3261;10.6;0.042;0.53
3262;3262;3.5;0.027;0.54
3263;3263;2.3;0.043;0.44
3264;3264;12.05;0.058;0.45
3265;3265;7.0;0.055;0.43
3266;3266;11.8;0.051;0.48
3267;3267;1.4;0.06;0.4
3268;3268;5.0;0.04;0.42
3269;3269;2.2;0.049;0.68
3270;3270;14.6;0.053;0.44
3271;3271;1.6;0.045;0.49
3272;3272;1.3;0.035;0.5
3273;3273;2.8;0.036;0.41
3274;3274;3.3;0.029;0.63
3275;3275;6.3;0.032;0.38
3276;3276;8.1;0.061;0.58
3277;3277;1.6;0.038;0.39
3278;3278;10.6;0.045;0.44
3279;3279;11.8;0.046;0.46
3280;3280;1.7;0.035;0.48
3281;3281;8.1;0.037;0.67
3282;3282;1.4;0.053;0.55
3283;3283;1.3;0.036;0.61
3284;3284;1.8;0.041;0.66
3285;3285;7.2;0.045;0.48
3286;3286;1.1;0.049;0.36
3287;3287;11.95;0.038;0.29
3288;3288;2.2;0.054;0.53
3289;3289;12.7;0.05;0.59
3290;3290;1.4;0.032;0.42
3291;3291;10.6;0.049;0.59
3292;3292;1.9;0.024;0.6
3293;3293;17.8;0.058;0.43
3294;3294;10.2;0.048;0.51
3295;3295;4.8;0.041;0.67
3296;3296;9.8;0.067;0.57
3297;3297;8.4;0.051;0.62
3298;3298;7.2;0.041;0.55
3299;3299;4.8;0.06;0.59
3300;3300;4.5;0.034;0.59
3301;3301;1.4;0.032;0.52
3302;3302;11.0;0.043;0.49
3303;3303;11.1;0.039;0.44
3304;3304;2.6;0.031;0.54
3305;3305;2.0;0.029;0.77
3306;3306;10.1;0.168;0.62
3307;3307;13.3;0.048;0.59
3308;3308;11.4;0.04;0.57
3309;3309;1.3;0.06;0.46
3310;3310;1.4;0.044;0.48
3311;3311;1.4;0.046;0.48
3312;3312;7.0;0.024;0.45
3313;3313;2.0;0.051;0.5
3314;3314;1.2;0.028;0.37
3315;3315;12.9;0.04;0.66
3316;3316;5.0;0.157;0.36
3317;3317;10.1;0.05;0.49
3318;3318;3.75;0.05;0.58
3319;3319;1.7;0.035;0.5
3320;3320;12.6;0.053;0.42
3321;3321;1.3;0.06;0.51
3322;3322;1.6;0.092;0.44
3323;3323;7.6;0.05;0.52
3324;3324;8.1;0.05;0.49
3325;3325;14.9;0.037;0.37
3326;3326;6.0;0.03;0.46
3327;3327;6.0;0.039;0.49
3328;3328;7.2;0.099;0.43
3329;3329;3.0;0.036;0.4
3330;3330;1.2;0.034;0.54
3331;3331;2.0;0.039;0.41
3332;3332;4.9;0.036;0.43
3333;3333;8.9;0.05;0.46
3334;3334;16.45;0.063;0.51
3335;3335;2.0;0.084;0.63
3336;3336;1.9;0.085;0.64
3337;3337;5.1;0.042;0.59
3338;3338;4.4;0.029;0.46
3339;3339;5.8;0.025;0.53
3340;3340;12.9;0.042;0.41
3341;3341;1.3;0.053;0.54
3342;3342;1.3;0.053;0.54
3343;3343;1.2;0.041;0.45
3344;3344;2.7;0.042;0.51
3345;3345;1.7;0.042;0.5
3346;3346;8.2;0.043;0.7
3347;3347;1.5;0.091;0.49
3348;3348;1.5;0.093;0.49
3349;3349;12.9;0.056;0.49
3350;3350;3.9;0.059;0.59
3351;3351;17.75;0.047;0.66
3352;3352;4.9;0.037;0.41
3353;3353;1.6;0.024;0.49
3354;3354;1.4;0.046;0.57
3355;3355;2.0;0.047;0.66
3356;3356;2.0;0.044;0.53
3357;3357;8.2;0.038;0.56
3358;3358;2.1;0.034;0.98
3359;3359;1.8;0.046;0.67
3360;3360;8.5;0.044;0.49
3361;3361;4.45;0.033;0.52
3362;3362;5.8;0.036;0.54
3363;3363;13.0;0.044;0.5
3364;3364;2.7;0.034;0.64
3365;3365;7.3;0.047;0.58
3366;3366;19.1;0.045;0.5
3367;3367;8.8;0.08;0.66
3368;3368;7.4;0.095;0.71
3369;3369;2.3;0.05;0.5
3370;3370;6.85;0.047;0.58
3371;3371;11.4;0.044;0.46
3372;3372;0.9;0.032;0.42
3373;3373;19.35;0.07;0.53
3374;3374;7.9;0.031;0.46
3375;3375;11.75;0.045;0.55
3376;3376;7.7;0.096;0.72
3377;3377;3.0;0.036;0.68
3378;3378;1.5;0.04;0.48
3379;3379;7.5;0.04;0.55
3380;3380;8.3;0.042;0.46
3381;3381;7.05;0.045;0.42
3382;3382;8.4;0.044;0.47
3383;3383;13.9;0.054;0.5
3384;3384;17.5;0.045;0.56
3385;3385;5.6;0.034;0.5
3386;3386;9.4;0.056;0.43
3387;3387;4.8;0.05;0.5
3388;3388;9.7;0.042;0.75
3389;3389;6.3;0.147;0.47
3390;3390;1.6;0.028;1.06
3391;3391;14.6;0.063;0.45
3392;3392;2.5;0.052;0.6
3393;3393;2.6;0.051;0.61
3394;3394;2.5;0.052;0.6
3395;3395;8.2;0.042;0.64
3396;3396;1.5;0.04;0.62
3397;3397;2.3;0.043;0.63
3398;3398;10.0;0.037;0.52
3399;3399;1.6;0.027;0.54
3400;3400;1.6;0.027;0.56
3401;3401;16.0;0.036;0.67
3402;3402;10.4;0.031;0.58
3403;3403;7.4;0.037;0.54
3404;3404;16.05;0.045;0.52
3405;3405;2.6;0.053;0.49
3406;3406;2.5;0.053;0.48
3407;3407;10.8;0.039;0.58
3408;3408;1.2;0.053;0.46
3409;3409;12.1;0.041;0.44
3410;3410;11.95;0.04;0.44
3411;3411;1.7;0.038;0.62
3412;3412;0.8;0.029;0.51
3413;3413;1.4;0.049;0.41
3414;3414;1.3;0.056;0.51
3415;3415;6.3;0.022;0.5
3416;3416;10.3;0.032;0.4
3417;3417;15.55;0.043;0.54
3418;3418;1.5;0.035;0.44
3419;3419;1.5;0.071;0.53
3420;3420;1.4;0.142;0.49
3421;3421;7.9;0.047;0.48
3422;3422;13.0;0.052;0.49
3423;3423;1.0;0.049;0.61
3424;3424;4.85;0.041;0.5
3425;3425;7.1;0.047;0.48
3426;3426;7.5;0.05;0.49
3427;3427;7.6;0.045;0.55
3428;3428;10.3;0.079;0.45
3429;3429;1.7;0.034;0.51
3430;3430;19.95;0.074;0.44
3431;3431;7.7;0.036;0.76
3432;3432;5.3;0.075;0.43
3433;3433;12.7;0.054;0.5
3434;3434;1.5;0.043;0.48
3435;3435;11.3;0.031;0.4
3436;3436;18.1;0.046;0.48
3437;3437;7.0;0.039;0.49
3438;3438;6.4;0.039;0.52
3439;3439;1.4;0.045;0.47
3440;3440;3.1;0.054;0.43
3441;3441;14.1;0.053;0.63
3442;3442;7.7;0.044;0.48
3443;3443;5.2;0.032;0.47
3444;3444;11.6;0.045;0.43
3445;3445;10.4;0.053;0.68
3446;3446;7.5;0.045;0.46
3447;3447;11.2;0.058;0.6
3448;3448;0.8;0.043;0.48
3449;3449;1.4;0.032;0.52
3450;3450;4.7;0.029;0.49
3451;3451;3.1;0.018;0.52
3452;3452;4.0;0.038;0.64
3453;3453;11.3;0.034;0.56
3454;3454;8.1;0.04;0.5
3455;3455;14.8;0.054;0.49
3456;3456;1.4;0.029;0.6
3457;3457;8.1;0.121;0.38
3458;3458;3.5;0.053;0.41
3459;3459;1.5;0.036;0.51
3460;3460;1.5;0.037;0.5
3461;3461;12.8;0.044;0.47
3462;3462;1.6;0.036;0.59
3463;3463;7.1;0.049;0.38
3464;3464;11.2;0.046;0.34
3465;3465;1.7;0.043;0.46
3466;3466;6.7;0.029;0.5
3467;3467;17.3;0.046;0.42
3468;3468;8.6;0.032;0.44
3469;3469;1.5;0.028;0.5
3470;3470;12.1;0.03;0.47
3471;3471;10.7;0.029;0.48
3472;3472;1.8;0.036;0.48
3473;3473;1.4;0.041;0.53
3474;3474;7.5;0.046;0.54
3475;3475;4.8;0.052;0.48
3476;3476;7.1;0.045;0.53
3477;3477;16.9;0.052;0.62
3478;3478;11.3;0.046;0.46
3479;3479;1.1;0.043;0.72
3480;3480;1.2;0.043;0.73
3481;3481;12.9;0.033;0.53
3482;3482;1.2;0.079;0.42
3483;3483;2.3;0.03;0.42
3484;3484;10.0;0.052;0.46
3485;3485;1.4;0.037;0.45
3486;3486;14.9;0.048;0.45
3487;3487;1.8;0.021;0.46
3488;3488;1.8;0.028;0.46
3489;3489;7.0;0.043;0.49
3490;3490;8.6;0.034;0.59
3491;3491;1.1;0.032;0.36
3492;3492;1.3;0.026;0.45
3493;3493;4.9;0.035;0.49
3494;3494;1.9;0.043;0.52
3495;3495;10.4;0.038;0.44
3496;3496;10.0;0.039;0.5
3497;3497;8.6;0.037;0.5
3498;3498;1.7;0.014;0.56
3499;3499;1.7;0.156;0.37
3500;3500;18.95;0.053;0.5
3501;3501;12.8;0.062;0.52
3502;3502;0.7;0.039;0.43
3503;3503;1.4;0.068;0.48
3504;3504;13.3;0.05;0.42
3505;3505;8.5;0.059;0.64
3506;3506;1.5;0.038;0.55
3507;3507;11.7;0.048;0.38
3508;3508;5.0;0.028;0.88
3509;3509;1.2;0.042;0.39
3510;3510;2.1;0.046;0.64
3511;3511;1.4;0.023;0.7
3512;3512;16.0;0.034;0.6
3513;3513;1.1;0.042;0.74
3514;3514;15.3;0.031;0.61
3515;3515;2.8;0.025;0.63
3516;3516;0.9;0.019;0.36
3517;3517;2.5;0.028;0.49
3518;3518;8.1;0.024;0.46
3519;3519;8.2;0.024;0.46
3520;3520;11.1;0.053;0.67
3521;3521;7.8;0.038;0.5
3522;3522;10.1;0.05;0.4
3523;3523;3.2;0.021;0.47
3524;3524;14.2;0.039;0.72
3525;3525;2.9;0.026;0.38
3526;3526;6.0;0.063;0.47
3527;3527;20.4;0.041;0.38
3528;3528;0.95;0.033;0.42
3529;3529;1.7;0.033;0.51
3530;3530;1.7;0.029;0.41
3531;3531;9.0;0.03;0.46
3532;3532;1.3;0.044;0.43
3533;3533;1.4;0.027;0.36
3534;3534;16.0;0.065;0.45
3535;3535;11.4;0.034;0.44
3536;3536;14.35;0.044;0.88
3537;3537;2.1;0.062;0.47
3538;3538;1.1;0.023;0.53
3539;3539;1.1;0.034;0.55
3540;3540;1.2;0.028;0.61
3541;3541;15.8;0.042;0.37
3542;3542;5.2;0.066;0.8
3543;3543;5.2;0.047;0.47
3544;3544;9.6;0.119;0.44
3545;3545;5.2;0.048;0.44
3546;3546;1.2;0.046;0.68
3547;3547;0.8;0.037;0.51
3548;3548;14.45;0.057;0.54
3549;3549;6.9;0.066;0.53
3550;3550;3.4;0.069;0.4
3551;3551;2.3;0.018;0.34
3552;3552;11.0;0.042;0.46
3553;3553;5.95;0.081;0.57
3554;3554;5.1;0.034;0.69
3555;3555;5.4;0.039;0.78
3556;3556;1.2;0.05;0.69
3557;3557;12.6;0.052;0.7
3558;3558;1.0;0.033;0.41
3559;3559;6.6;0.067;0.48
3560;3560;1.5;0.041;0.56
3561;3561;1.0;0.043;0.65
3562;3562;1.1;0.033;0.39
3563;3563;6.6;0.03;0.45
3564;3564;8.2;0.05;0.49
3565;3565;2.0;0.03;0.41
3566;3566;1.4;0.039;0.45
3567;3567;2.0;0.039;1.0
3568;3568;7.5;0.046;0.49
3569;3569;2.0;0.03;0.41
3570;3570;13.3;0.049;0.36
3571;3571;2.85;0.037;0.36
3572;3572;5.6;0.032;0.66
3573;3573;5.6;0.033;0.66
3574;3574;1.0;0.031;0.68
3575;3575;3.2;0.03;0.31
3576;3576;1.0;0.042;0.4
3577;3577;7.1;0.041;0.42
3578;3578;2.4;0.029;0.33
3579;3579;11.2;0.061;0.59
3580;3580;9.5;0.03;0.44
3581;3581;1.8;0.026;0.48
3582;3582;2.6;0.029;0.37
3583;3583;8.0;0.042;0.46
3584;3584;3.3;0.041;0.5
3585;3585;10.3;0.03;0.36
3586;3586;1.2;0.024;0.54
3587;3587;1.6;0.036;0.54
3588;3588;9.65;0.025;0.38
3589;3589;16.4;0.048;0.49
3590;3590;1.5;0.043;0.5
3591;3591;5.0;0.027;0.6
3592;3592;16.3;0.038;0.41
3593;3593;6.5;0.17;0.38
3594;3594;6.4;0.171;0.38
3595;3595;10.2;0.045;0.63
3596;3596;7.4;0.044;0.48
3597;3597;13.7;0.044;0.75
3598;3598;1.3;0.049;0.43
3599;3599;7.4;0.045;0.46
3600;3600;7.45;0.043;0.5
3601;3601;7.2;0.04;0.6
3602;3602;10.4;0.046;0.4
3603;3603;1.1;0.028;0.54
3604;3604;6.5;0.029;0.38
3605;3605;4.6;0.027;0.38
3606;3606;13.9;0.043;0.8
3607;3607;5.2;0.03;0.62
3608;3608;1.7;0.038;0.56
3609;3609;16.4;0.045;0.42
3610;3610;3.6;0.036;0.5
3611;3611;1.5;0.041;0.46
3612;3612;12.4;0.051;0.51
3613;3613;1.7;0.035;0.69
3614;3614;6.2;0.06;0.51
3615;3615;6.2;0.051;0.53
3616;3616;2.6;0.049;0.51
3617;3617;9.3;0.048;0.49
3618;3618;9.1;0.047;0.47
3619;3619;12.0;0.067;0.34
3620;3620;4.8;0.034;0.47
3621;3621;12.3;0.048;0.42
3622;3622;2.7;0.048;0.72
3623;3623;3.6;0.034;0.4
3624;3624;4.3;0.032;0.53
3625;3625;1.8;0.045;0.45
3626;3626;11.8;0.057;0.55
3627;3627;1.8;0.045;0.9
3628;3628;1.4;0.036;0.66
3629;3629;6.6;0.025;0.46
3630;3630;1.55;0.026;0.4
3631;3631;0.7;0.027;0.32
3632;3632;6.4;0.082;0.48
3633;3633;11.8;0.059;0.52
3634;3634;4.3;0.038;0.46
3635;3635;5.1;0.039;0.47
3636;3636;5.8;0.055;0.54
3637;3637;5.9;0.054;0.54
3638;3638;1.3;0.06;0.51
3639;3639;1.4;0.05;0.42
3640;3640;1.2;0.048;0.34
3641;3641;7.4;0.05;0.37
3642;3642;10.8;0.028;0.37
3643;3643;1.8;0.034;0.59
3644;3644;14.4;0.048;0.54
3645;3645;1.7;0.052;0.66
3646;3646;3.6;0.026;0.37
3647;3647;3.6;0.035;0.6
3648;3648;10.05;0.045;0.33
3649;3649;10.5;0.045;0.33
3650;3650;1.9;0.043;0.54
3651;3651;1.65;0.025;0.45
3652;3652;1.9;0.036;0.44
3653;3653;65.8;0.074;0.69
3654;3654;6.85;0.053;0.59
3655;3655;7.4;0.053;0.59
3656;3656;20.2;0.083;0.5
3657;3657;11.0;0.034;0.41
3658;3658;6.2;0.066;0.54
3659;3659;6.2;0.065;0.53
3660;3660;8.0;0.047;0.49
3661;3661;8.2;0.046;0.51
3662;3662;2.2;0.033;0.53
3663;3663;10.1;0.053;0.4
3664;3664;7.2;0.028;0.55
3665;3665;1.6;0.036;0.45
3666;3666;1.3;0.036;0.51
3667;3667;5.3;0.038;0.39
3668;3668;14.0;0.031;0.38
3669;3669;1.6;0.04;0.44
3670;3670;11.8;0.038;0.46
3671;3671;9.6;0.039;0.46
3672;3672;6.1;0.042;0.5
3673;3673;2.7;0.049;0.73
3674;3674;3.6;0.025;0.47
3675;3675;1.7;0.03;0.66
3676;3676;1.6;0.026;0.58
3677;3677;1.0;0.032;0.38
3678;3678;0.9;0.038;0.39
3679;3679;1.6;0.052;0.49
3680;3680;10.6;0.052;0.34
3681;3681;2.0;0.042;0.42
3682;3682;1.2;0.152;0.38
3683;3683;6.2;0.056;0.6
3684;3684;9.2;0.044;0.44
3685;3685;5.0;0.04;0.48
3686;3686;6.3;0.047;0.53
3687;3687;3.3;0.048;0.5
3688;3688;8.0;0.053;0.48
3689;3689;1.2;0.034;0.35
3690;3690;16.2;0.044;0.37
3691;3691;11.6;0.05;0.4
3692;3692;7.2;0.064;0.44
3693;3693;1.1;0.031;0.58
3694;3694;3.4;0.048;0.37
3695;3695;1.4;0.041;0.38
3696;3696;9.3;0.05;0.5
3697;3697;2.3;0.033;0.58
3698;3698;0.9;0.034;0.36
3699;3699;3.5;0.036;0.38
3700;3700;1.7;0.036;0.39
3701;3701;1.3;0.047;0.45
3702;3702;1.3;0.046;0.47
3703;3703;5.6;0.049;0.42
3704;3704;7.4;0.028;0.56
3705;3705;1.0;0.035;0.42
3706;3706;1.5;0.033;0.42
3707;3707;10.0;0.169;0.64
3708;3708;14.9;0.053;0.52
3709;3709;9.3;0.052;0.56
3710;3710;1.0;0.041;0.43
3711;3711;1.0;0.028;0.59
3712;3712;5.9;0.047;0.4
3713;3713;5.0;0.027;0.43
3714;3714;1.25;0.034;0.6
3715;3715;3.9;0.027;0.6
3716;3716;0.8;0.034;0.68
3717;3717;1.0;0.037;0.52
3718;3718;1.6;0.028;0.52
3719;3719;1.3;0.036;0.41
3720;3720;1.1;0.032;0.5
3721;3721;1.4;0.021;0.53
3722;3722;1.2;0.018;0.28
3723;3723;5.0;0.028;0.34
3724;3724;1.7;0.037;0.53
3725;3725;1.8;0.029;0.89
3726;3726;1.6;0.045;0.94
3727;3727;1.5;0.03;0.99
3728;3728;13.9;0.04;0.38
3729;3729;5.9;0.045;0.4
3730;3730;2.1;0.027;0.42
3731;3731;1.1;0.029;0.39
3732;3732;6.7;0.039;0.49
3733;3733;2.7;0.033;0.43
3734;3734;6.7;0.039;0.39
3735;3735;3.95;0.047;0.53
3736;3736;7.75;0.032;0.64
3737;3737;10.6;0.033;0.45
3738;3738;1.6;0.042;0.41
3739;3739;2.5;0.032;0.55
3740;3740;0.7;0.04;0.37
3741;3741;11.1;0.032;0.39
3742;3742;5.15;0.035;0.34
3743;3743;4.7;0.041;0.35
3744;3744;9.7;0.054;0.5
3745;3745;1.7;0.038;0.86
3746;3746;1.4;0.044;0.5
3747;3747;2.0;0.054;0.57
3748;3748;7.5;0.055;0.54
3749;3749;0.8;0.032;0.38
3750;3750;13.1;0.05;0.46
3751;3751;1.1;0.031;0.58
3752;3752;2.2;0.028;0.59
3753;3753;8.9;0.036;0.5
3754;3754;1.1;0.035;0.52
3755;3755;0.9;0.034;0.58
3756;3756;1.7;0.073;0.46
3757;3757;6.9;0.047;0.45
3758;3758;1.0;0.031;0.52
3759;3759;1.0;0.031;0.52
3760;3760;7.6;0.031;0.48
3761;3761;1.2;0.046;0.38
3762;3762;1.0;0.041;0.54
3763;3763;3.1;0.053;0.39
3764;3764;1.95;0.033;0.45
3765;3765;2.2;0.019;0.52
3766;3766;8.75;0.038;0.41
3767;3767;11.9;0.032;0.46
3768;3768;2.7;0.054;0.57
3769;3769;5.45;0.014;0.32
3770;3770;6.3;0.029;0.49
3771;3771;14.4;0.046;0.5
3772;3772;7.8;0.038;0.5
3773;3773;1.6;0.028;0.84
3774;3774;9.1;0.036;0.31
3775;3775;1.3;0.041;0.95
3776;3776;11.3;0.038;0.5
3777;3777;0.7;0.028;0.4
3778;3778;1.25;0.023;0.3
3779;3779;0.7;0.03;0.41
3780;3780;10.3;0.039;0.38
3781;3781;7.8;0.036;0.4
3782;3782;8.7;0.022;0.61
3783;3783;8.3;0.037;0.47
3784;3784;1.2;0.016;0.59
3785;3785;8.3;0.026;0.37
3786;3786;6.2;0.049;0.45
3787;3787;5.0;0.078;0.36
3788;3788;1.8;0.042;0.55
3789;3789;1.6;0.044;0.53
3790;3790;1.8;0.041;0.54
3791;3791;2.9;0.036;0.6
3792;3792;6.0;0.042;0.44
3793;3793;0.9;0.034;0.55
3794;3794;1.1;0.031;0.56
3795;3795;5.45;0.016;0.54
3796;3796;14.05;0.04;0.59
3797;3797;8.0;0.03;0.54
3798;3798;13.1;0.112;0.48
3799;3799;4.9;0.021;0.48
3800;3800;1.3;0.044;0.6
3801;3801;2.2;0.021;0.49
3802;3802;14.9;0.051;0.54
3803;3803;0.95;0.021;0.32
3804;3804;1.4;0.025;0.44
3805;3805;1.7;0.05;0.43
3806;3806;5.6;0.039;0.46
3807;3807;7.1;0.056;0.52
3808;3808;1.2;0.045;0.47
3809;3809;9.6;0.026;0.35
3810;3810;11.4;0.044;0.51
3811;3811;7.9;0.034;0.3
3812;3812;5.0;0.016;0.31
3813;3813;11.1;0.033;0.39
3814;3814;8.0;0.05;0.57
3815;3815;3.8;0.029;0.34
3816;3816;10.55;0.037;0.32
3817;3817;10.2;0.039;0.45
3818;3818;9.8;0.039;0.45
3819;3819;6.3;0.034;0.52
3820;3820;1.1;0.036;0.41
3821;3821;4.5;0.032;0.31
3822;3822;6.3;0.034;0.46
3823;3823;10.9;0.038;0.44
3824;3824;0.8;0.037;0.37
3825;3825;0.8;0.034;0.5
3826;3826;1.2;0.035;0.58
3827;3827;1.3;0.025;0.64
3828;3828;1.2;0.034;0.51
3829;3829;0.9;0.037;0.36
3830;3830;3.7;0.03;0.3
3831;3831;18.1;0.054;0.64
3832;3832;1.35;0.061;0.53
3833;3833;5.5;0.029;0.47
3834;3834;3.1;0.026;0.45
3835;3835;12.85;0.042;0.55
3836;3836;19.8;0.04;0.38
3837;3837;8.25;0.02;0.44
3838;3838;3.8;0.035;0.34
3839;3839;6.9;0.037;0.39
3840;3840;11.7;0.029;0.34
3841;3841;4.6;0.046;0.48
3842;3842;4.0;0.05;0.38
3843;3843;1.2;0.045;0.63
3844;3844;8.9;0.024;0.34
3845;3845;11.7;0.035;0.45
3846;3846;6.2;0.05;0.55
3847;3847;14.8;0.024;0.48
3848;3848;10.8;0.042;0.41
3849;3849;1.6;0.036;0.49
3850;3850;8.3;0.045;0.5
3851;3851;8.4;0.042;0.55
3852;3852;2.5;0.026;0.5
3853;3853;3.5;0.054;0.58
3854;3854;17.2;0.037;0.57
3855;3855;2.1;0.027;0.52
3856;3856;12.2;0.044;0.4
3857;3857;11.8;0.045;0.35
3858;3858;16.8;0.037;0.57
3859;3859;1.1;0.154;0.43
3860;3860;14.7;0.044;0.53
3861;3861;5.5;0.034;0.57
3862;3862;6.1;0.027;0.34
3863;3863;1.2;0.041;0.44
3864;3864;1.3;0.023;0.56
3865;3865;8.7;0.126;0.57
3866;3866;1.7;0.039;0.53
3867;3867;10.2;0.043;0.43
3868;3868;4.5;0.042;0.47
3869;3869;5.9;0.036;0.43
3870;3870;1.7;0.024;0.4
3871;3871;1.4;0.016;0.4
3872;3872;5.4;0.026;0.84
3873;3873;7.9;0.045;0.46
3874;3874;1.1;0.026;0.5
3875;3875;7.0;0.046;0.7
3876;3876;7.6;0.03;0.59
3877;3877;12.3;0.038;0.48
3878;3878;15.3;0.045;0.42
3879;3879;1.2;0.033;0.43
3880;3880;2.3;0.033;0.49
3881;3881;6.1;0.029;0.5
3882;3882;10.2;0.028;0.43
3883;3883;4.1;0.041;0.59
3884;3884;2.9;0.039;0.43
3885;3885;8.5;0.042;0.6
3886;3886;1.5;0.042;0.46
3887;3887;3.1;0.039;0.43
3888;3888;3.5;0.028;0.33
3889;3889;4.9;0.032;0.81
3890;3890;1.2;0.029;0.42
3891;3891;4.5;0.024;0.52
3892;3892;2.6;0.03;0.72
3893;3893;9.9;0.036;0.42
3894;3894;9.5;0.041;0.44
3895;3895;1.5;0.024;0.39
3896;3896;3.2;0.031;0.33
3897;3897;11.2;0.04;0.51
3898;3898;3.2;0.043;0.53
3899;3899;2.3;0.045;0.48
3900;3900;4.9;0.032;0.54
3901;3901;1.4;0.034;0.6
3902;3902;1.5;0.045;0.48
3903;3903;6.7;0.022;0.39
3904;3904;2.1;0.033;0.48
3905;3905;4.3;0.028;0.54
3906;3906;10.9;0.038;0.34
3907;3907;7.0;0.04;0.38
3908;3908;2.5;0.047;0.48
3909;3909;2.6;0.045;0.5
3910;3910;2.5;0.047;0.57
3911;3911;14.7;0.047;0.53
3912;3912;4.5;0.054;0.57
3913;3913;2.2;0.033;0.62
3914;3914;1.9;0.036;0.43
3915;3915;1.6;0.043;0.7
3916;3916;17.3;0.052;0.47
3917;3917;4.2;0.04;0.43
3918;3918;2.5;0.034;0.5
3919;3919;1.4;0.031;0.64
3920;3920;0.8;0.027;0.31
3921;3921;8.0;0.049;0.47
3922;3922;1.7;0.03;0.37
3923;3923;5.5;0.037;0.44
3924;3924;8.6;0.052;0.46
3925;3925;6.9;0.059;0.46
3926;3926;2.1;0.043;0.65
3927;3927;2.2;0.039;0.62
3928;3928;1.5;0.039;0.43
3929;3929;2.5;0.047;0.43
3930;3930;17.6;0.061;0.49
3931;3931;2.9;0.034;0.4
3932;3932;4.8;0.043;0.44
3933;3933;11.9;0.057;0.51
3934;3934;0.9;0.04;0.39
3935;3935;1.3;0.051;0.4
3936;3936;6.4;0.042;0.51
3937;3937;4.3;0.045;0.42
3938;3938;8.1;0.038;0.36
3939;3939;1.3;0.045;0.4
3940;3940;0.9;0.04;0.39
3941;3941;17.2;0.039;0.43
3942;3942;8.7;0.038;0.47
3943;3943;7.5;0.027;0.45
3944;3944;4.6;0.035;0.43
3945;3945;3.7;0.029;0.42
3946;3946;2.2;0.03;0.46
3947;3947;7.4;0.02;0.44
3948;3948;15.1;0.033;0.47
3949;3949;4.8;0.019;0.49
3950;3950;7.9;0.042;0.39
3951;3951;1.0;0.023;0.54
3952;3952;4.6;0.024;0.66
3953;3953;1.4;0.037;0.45
3954;3954;6.2;0.031;0.41
3955;3955;6.1;0.034;0.43
3956;3956;5.1;0.019;0.36
3957;3957;6.3;0.043;0.58
3958;3958;0.9;0.036;0.41
3959;3959;2.3;0.048;0.35
3960;3960;6.6;0.042;0.31
3961;3961;7.5;0.036;0.32
3962;3962;8.6;0.038;0.32
3963;3963;11.9;0.039;0.31
3964;3964;7.1;0.05;0.4
3965;3965;4.3;0.051;0.44
3966;3966;1.1;0.046;0.35
3967;3967;1.0;0.027;0.36
3968;3968;7.9;0.025;0.37
3969;3969;1.0;0.038;0.45
3970;3970;1.0;0.04;0.56
3971;3971;7.3;0.041;0.43
3972;3972;1.7;0.046;0.56
3973;3973;1.3;0.027;0.37
3974;3974;6.4;0.055;0.5
3975;3975;1.8;0.035;0.36
3976;3976;1.5;0.026;0.6
3977;3977;3.8;0.037;0.37
3978;3978;1.2;0.036;0.48
3979;3979;5.3;0.037;0.52
3980;3980;9.1;0.044;0.3
3981;3981;6.5;0.027;0.37
3982;3982;6.3;0.032;0.53
3983;3983;5.1;0.031;0.31
3984;3984;2.4;0.022;0.38
3985;3985;7.5;0.035;0.43
3986;3986;5.0;0.033;0.4
3987;3987;6.75;0.031;0.8
3988;3988;1.2;0.045;0.87
3989;3989;1.6;0.045;0.58
