wine_id;alcohol;density;pH;quality
3180;12.7;0.9912;3.31;6
3181;9.7;0.9981;3.09;5
3182;9.7;0.9966;3.27;6
3183;11.7;0.9902;3.1;6
3184;11.7;0.99;3.09;6
3185;9.7;0.996;3.16;5
3186;9.5;0.9966;3.24;6
3187;9.1;0.9962;3.25;5
3188;10.3;0.994;3.23;6
3189;9.9;0.994;3.21;5
3190;9.9;0.9944;3.22;5
3191;10.2;0.9974;3.26;5
3192;12.1;0.996;3.0;6
3193;11.3;0.9922;3.15;7
3194;11.4;0.9917;3.19;5
3195;12.2;0.9918;3.17;6
3196;9.9;0.9936;3.18;7
3197;10.3;0.9938;3.63;6
3198;10.4;0.9939;3.52;6
3199;9.9;0.9981;3.13;6
3200;10.0;0.9941;3.32;5
3201;11.5;0.9928;3.21;6
3202;10.5;0.9952;3.44;6
3203;12.5;0.9898;3.28;7
3204;10.5;0.9914;2.98;6
3205;11.4;0.9957;3.06;7
3206;9.8;0.998;3.42;6
3207;9.2;0.9986;3.03;4
3208;8.9;0.9983;3.08;5
3209;8.9;0.9982;3.07;5
3210;9.5;0.997;2.92;7
3211;11.5;0.9947;3.21;6
3212;9.5;0.99416;2.96;6
3213;9.7;0.99516;3.35;5
3214;9.7;0.99496;3.17;5
3215;9.5;0.9974;3.32;6
3216;9.4;0.99579;3.16;5
3217;9.0;0.9983;3.13;4
3218;10.6;0.99471;3.6;6
3219;9.1;0.99644;3.16;5
3220;8.8;0.99699;3.05;5
3221;10.4;0.99758;3.54;5
3222;8.9;0.9977;3.13;5
3223;10.6;0.99397;3.16;7
3224;10.6;0.99243;3.28;6
3225;9.0;0.9962;3.23;5
3226;8.8;1.00182;3.08;6
3227;10.5;0.99384;3.54;7
3228;9.5;0.99582;3.16;5
3229;10.4;0.9924;3.14;6
3230;10.0;0.99466;3.38;6
3231;10.4;0.99212;2.97;5
3232;9.0;0.99449;3.11;6
3233;9.3;0.99748;3.24;5
3234;9.0;0.99475;3.18;6
3235;11.5;0.99189;3.06;6
3236;9.0;0.99827;3.11;5
3237;10.4;0.99752;3.52;6
3238;10.6;0.99479;3.08;5
3239;8.5;0.99642;3.47;6
3240;9.3;1.00047;3.07;6
3241;10.5;0.99382;3.53;7
3242;9.9;0.99784;3.39;6
3243;10.4;0.99486;3.4;6
3244;10.1;0.99537;3.35;5
3245;9.2;0.99838;3.04;4
3246;9.4;0.99566;3.17;6
3247;10.6;0.99268;3.53;6
3248;8.7;0.99468;3.08;5
3249;10.2;0.9933;3.61;6
3250;10.3;0.99307;3.61;6
3251;9.5;0.99907;3.06;5
3252;9.4;0.99471;3.17;5
3253;9.4;0.99471;3.17;5
3254;12.6;0.99148;3.16;7
3255;10.5;0.99383;3.52;7
3256;10.8;0.99365;3.1;6
3257;9.9;0.99272;3.18;6
3258;12.2;0.99235;3.38;7
3259;10.0;0.99508;3.23;6
3260;10.6;0.9946;3.29;7
3261;9.5;0.99674;3.24;6
3262;12.8;0.99018;3.34;8
3263;12.6;0.99084;3.34;7
3264;9.4;0.99856;3.45;5
3265;9.0;0.99591;3.21;5
3266;9.1;0.9975;3.23;5
3267;9.4;0.9944;3.06;6
3268;12.2;0.99173;3.33;7
3269;10.0;0.99378;3.21;5
3270;9.2;0.99805;2.93;5
3271;9.3;0.99534;3.11;5
3272;9.8;0.99232;3.14;6
3273;12.0;0.99078;3.34;7
3274;12.6;0.99061;3.33;7
3275;12.2;0.99182;3.31;6
3276;11.0;0.9966;3.4;6
3277;12.0;0.9912;3.25;7
3278;8.8;0.99779;3.16;5
3279;8.9;0.99814;3.17;4
3280;12.7;0.99096;3.59;7
3281;11.8;0.99379;3.1;6
3282;10.2;0.99426;3.79;5
3283;9.9;0.99228;3.24;6
3284;11.1;0.99335;3.35;6
3285;9.4;0.99595;3.22;5
3286;9.7;0.99297;3.13;6
3287;9.7;0.99687;3.11;5
3288;9.8;0.99445;3.19;5
3289;9.3;0.9986;3.25;6
3290;10.5;0.99154;2.95;5
3291;9.3;0.9981;3.47;6
3292;12.6;0.98993;3.45;8
3293;8.9;1.00241;3.44;5
3294;10.3;0.99716;3.18;5
3295;10.6;0.99437;3.29;5
3296;9.0;0.9972;3.15;4
3297;9.7;0.99756;3.48;5
3298;9.5;0.99509;3.22;6
3299;10.3;0.99572;3.49;6
3300;12.3;0.99175;3.21;8
3301;10.5;0.99254;3.4;5
3302;10.0;0.99676;3.11;6
3303;8.8;0.9979;3.08;4
3304;10.9;0.99194;3.0;6
3305;12.2;0.99077;2.95;6
3306;9.5;0.99782;3.06;5
3307;10.0;0.99942;3.47;5
3308;9.6;0.99708;3.11;6
3309;8.7;0.99353;3.13;6
3310;10.7;0.99256;3.39;7
3311;11.1;0.99199;3.43;6
3312;12.5;0.9918;3.25;7
3313;10.4;0.99354;3.3;6
3314;11.5;0.99244;3.2;5
3315;9.4;0.99831;3.05;5
3316;9.3;0.99396;3.03;5
3317;10.1;0.99724;3.17;6
3318;9.7;0.99524;3.28;5
3319;10.5;0.9927;3.49;6
3320;9.7;0.99802;3.42;5
3321;9.2;0.99512;3.59;5
3322;9.8;0.99438;3.19;5
3323;9.0;0.99679;3.12;5
3324;9.1;0.99652;3.15;6
3325;10.4;0.99698;3.25;6
3326;10.7;0.99474;3.68;6
3327;10.5;0.99511;3.59;7
3328;9.2;0.99582;3.21;5
3329;11.5;0.99125;3.28;4
3330;10.4;0.99256;3.05;3
3331;12.0;0.9911;3.3;6
3332;12.2;0.99168;3.38;6
3333;9.8;0.99556;3.29;6
3334;9.3;1.00098;3.1;5
3335;9.6;0.99516;3.49;4
3336;9.5;0.99516;3.49;4
3337;10.2;0.99518;3.5;6
3338;10.4;0.99347;3.24;8
3339;11.0;0.9929;3.28;6
3340;8.7;0.99841;3.05;5
3341;9.9;0.99362;3.29;4
3342;9.9;0.99361;3.29;4
3343;11.3;0.9914;3.06;4
3344;12.0;0.99114;3.38;8
3345;10.7;0.9925;3.43;8
3346;10.1;0.99453;3.13;6
3347;9.6;0.9938;3.25;7
3348;9.6;0.9938;3.25;6
3349;8.7;0.99806;3.29;5
3350;10.3;0.9961;3.54;5
3351;9.1;1.00016;2.98;5
3352;11.8;0.9916;3.17;6
3353;11.9;0.99116;3.15;6
3354;10.3;0.99319;3.66;6
3355;10.0;0.99517;3.09;4
3356;10.2;0.99514;3.1;4
3357;10.0;0.99566;3.12;6
3358;12.7;0.99166;2.96;6
3359;9.6;0.99587;3.04;5
3360;9.5;0.99558;3.16;5
3361;12.7;0.99117;3.17;6
3362;11.0;0.99399;3.34;6
3363;9.1;0.99741;3.1;5
3364;10.2;0.99405;3.35;4
3365;10.1;0.99622;3.38;6
3366;9.2;1.00051;3.05;6
3367;9.4;0.99803;3.47;4
3368;9.2;0.99773;3.53;4
3369;10.0;0.99397;2.98;5
3370;10.1;0.99622;3.38;6
3371;9.0;0.99713;3.15;5
3372;9.5;0.99274;3.16;5
3373;9.1;1.00118;3.39;5
3374;13.3;0.99176;3.05;7
3375;9.5;0.9969;3.26;5
3376;9.2;0.99771;3.56;5
3377;10.1;0.99411;3.36;6
3378;11.2;0.99194;3.27;6
3379;9.8;0.99558;3.14;6
3380;9.4;0.99577;3.22;5
3381;9.0;0.99564;3.23;5
3382;9.4;0.99578;3.21;5
3383;8.9;0.99888;3.11;6
3384;9.1;1.00014;3.02;6
3385;9.8;0.99441;3.17;4
3386;9.4;0.99594;3.17;5
3387;10.0;0.99437;3.13;6
3388;9.9;0.9979;3.48;6
3389;10.0;0.99434;3.14;5
3390;11.5;0.99203;3.17;6
3391;9.2;0.998;3.0;5
3392;10.0;0.99316;3.15;5
3393;10.0;0.99314;3.15;5
3394;10.0;0.99316;3.15;5
3395;9.8;0.99612;3.43;6
3396;10.5;0.99295;3.36;6
3397;10.6;0.99394;3.45;6
3398;9.4;0.99642;3.28;5
3399;11.0;0.99248;3.38;7
3400;10.8;0.99268;3.53;6
3401;9.0;0.99954;3.3;5
3402;9.6;0.99692;3.07;6
3403;10.6;0.99592;3.19;6
3404;9.2;0.99822;3.08;5
3405;9.5;0.99402;2.89;5
3406;9.5;0.99404;2.89;5
3407;10.3;0.99787;3.47;7
3408;8.8;0.99347;3.08;5
3409;8.7;0.99838;2.98;5
3410;8.7;0.99839;2.98;5
3411;10.2;0.99375;3.2;6
3412;10.1;0.99155;3.25;6
3413;9.5;0.9936;3.21;5
3414;9.5;0.99434;3.1;5
3415;11.6;0.9922;3.54;7
3416;10.7;0.99571;3.13;6
3417;10.1;0.99658;3.11;6
3418;11.1;0.99076;3.32;7
3419;9.8;0.99496;3.22;5
3420;9.0;0.9937;3.08;6
3421;9.5;0.99542;3.19;6
3422;9.4;0.99825;3.37;6
3423;10.2;0.99289;3.24;5
3424;9.8;0.99432;3.1;6
3425;9.5;0.99523;3.19;6
3426;9.0;0.9959;3.17;5
3427;10.1;0.99543;3.1;6
3428;8.8;0.99662;3.02;5
3429;11.9;0.99088;2.97;6
3430;9.3;0.99922;3.19;6
3431;10.0;0.9966;3.33;6
3432;9.5;0.99466;3.21;5
3433;9.7;0.99836;3.16;4
3434;10.2;0.99238;3.19;5
3435;10.8;0.99645;3.11;5
3436;8.8;1.0;3.27;5
3437;11.4;0.99376;3.32;6
3438;9.8;0.99513;3.14;5
3439;9.4;0.99556;3.17;4
3440;9.4;0.99543;3.21;6
3441;9.4;0.99886;3.2;6
3442;9.7;0.99526;3.22;6
3443;12.3;0.99166;3.35;7
3444;9.8;0.99691;3.33;6
3445;9.0;0.99732;3.12;5
3446;9.2;0.99573;3.26;6
3447;9.4;0.99656;3.19;6
3448;9.9;0.99112;3.28;6
3449;9.8;0.99214;3.07;5
3450;12.3;0.99165;3.36;7
3451;11.9;0.99004;3.02;7
3452;10.2;0.99463;3.27;6
3453;9.5;0.99683;3.14;6
3454;9.2;0.99596;3.24;5
3455;9.7;0.99898;3.18;5
3456;11.5;0.99114;3.36;7
3457;10.4;0.99508;3.17;8
3458;11.6;0.99306;3.22;5
3459;10.2;0.99342;3.27;6
3460;9.8;0.99345;3.38;6
3461;9.0;0.99772;3.24;5
3462;10.5;0.99239;3.38;6
3463;9.4;0.99502;3.16;4
3464;10.8;0.99479;3.21;5
3465;10.7;0.99207;3.17;7
3466;10.6;0.99497;3.08;6
3467;9.2;0.99828;3.15;6
3468;9.5;0.99542;3.28;6
3469;10.0;0.99228;3.41;5
3470;10.6;0.99706;3.13;5
3471;10.6;0.99669;3.13;5
3472;11.0;0.99269;3.24;6
3473;11.2;0.99196;3.25;6
3474;9.6;0.99662;3.32;5
3475;9.4;0.99475;3.21;5
3476;9.5;0.99544;3.2;6
3477;9.3;0.99944;3.09;5
3478;9.4;0.9966;3.07;5
3479;11.2;0.99066;3.13;7
3480;11.2;0.9907;3.14;7
3481;8.8;0.998;3.0;5
3482;9.4;0.99307;3.2;5
3483;11.1;0.99106;3.06;6
3484;9.6;0.99696;3.08;5
3485;10.6;0.99167;2.95;6
3486;8.9;0.99902;3.13;5
3487;12.3;0.98992;3.15;7
3488;11.4;0.99182;3.34;5
3489;9.6;0.99556;3.16;6
3490;10.3;0.99582;3.33;6
3491;12.1;0.98972;3.23;6
3492;9.9;0.99352;3.46;5
3493;9.7;0.9946;3.15;5
3494;10.5;0.99273;3.18;5
3495;8.9;0.99628;3.04;6
3496;9.4;0.99582;3.18;5
3497;9.6;0.99553;3.18;5
3498;12.6;0.98914;3.4;7
3499;9.2;0.99354;3.1;6
3500;10.4;0.99976;3.2;5
3501;9.0;0.99808;3.0;7
3502;9.2;0.9919;3.22;6
3503;9.7;0.99499;3.2;4
3504;10.1;0.99655;3.34;6
3505;11.0;0.99615;3.46;7
3506;10.8;0.99296;3.2;5
3507;10.8;0.99482;3.22;5
3508;13.5;0.99079;3.48;7
3509;10.6;0.99366;3.24;5
3510;9.8;0.99434;3.23;5
3511;11.7;0.98958;3.18;6
3512;9.0;0.99938;3.34;6
3513;11.3;0.99059;3.18;7
3514;9.4;0.99835;3.31;5
3515;11.3;0.99159;3.31;7
3516;12.0;0.98931;3.2;6
3517;10.6;0.9938;3.48;6
3518;10.8;0.99558;3.13;6
3519;10.8;0.99563;3.12;6
3520;9.4;0.99691;3.18;5
3521;9.4;0.9959;3.19;5
3522;9.4;0.99628;3.07;5
3523;12.0;0.99076;3.39;5
3524;10.3;0.99678;3.28;7
3525;11.3;0.99089;3.22;7
3526;9.4;0.99537;3.1;6
3527;8.7;1.0002;3.14;5
3528;8.0;0.99332;3.34;5
3529;10.4;0.99316;3.44;7
3530;10.7;0.99272;3.37;7
3531;10.2;0.99636;3.47;6
3532;10.9;0.99202;3.56;5
3533;10.5;0.99148;3.3;6
3534;8.6;0.99884;3.13;5
3535;9.0;0.99773;3.2;5
3536;8.7;1.00013;2.96;5
3537;12.8;0.98974;3.1;6
3538;11.8;0.99112;3.28;6
3539;11.6;0.99136;3.05;6
3540;11.8;0.99132;3.14;6
3541;10.6;0.99642;3.24;5
3542;9.7;0.99488;3.17;5
3543;10.3;0.99527;3.22;5
3544;10.2;0.99578;3.15;6
3545;10.1;0.99352;3.33;7
3546;10.9;0.99199;3.7;7
3547;9.3;0.99198;3.24;5
3548;10.2;0.99756;3.33;6
3549;9.5;0.99561;3.11;5
3550;9.3;0.99347;3.18;5
3551;12.9;0.98936;3.06;7
3552;8.7;0.99786;3.14;5
3553;9.4;0.99705;3.4;5
3554;10.1;0.9942;3.23;5
3555;10.0;0.9948;3.19;4
3556;11.1;0.99116;3.27;7
3557;10.3;0.99688;3.26;7
3558;12.2;0.98974;3.24;6
3559;9.3;0.99542;3.11;6
3560;11.3;0.99154;3.19;6
3561;10.8;0.99118;3.04;6
3562;11.2;0.99044;2.98;8
3563;12.5;0.9914;3.32;7
3564;9.3;0.9979;3.39;5
3565;12.9;0.98892;3.4;7
3566;11.2;0.99114;3.2;7
3567;12.6;0.99188;3.0;6
3568;9.3;0.99583;3.2;5
3569;12.9;0.98892;3.41;7
3570;9.5;0.99704;3.2;7
3571;11.9;0.9911;3.19;6
3572;10.3;0.99334;2.93;7
3573;10.3;0.99334;2.92;7
3574;11.2;0.99094;3.06;6
3575;12.0;0.99014;3.18;6
3576;9.6;0.99304;3.13;5
3577;9.2;0.99652;3.2;6
3578;12.9;0.98944;3.03;6
3579;9.3;0.99772;2.99;6
3580;12.1;0.99367;3.1;6
3581;11.2;0.99183;3.37;6
3582;11.2;0.99126;3.11;7
3583;9.2;0.99577;3.21;5
3584;9.3;0.99428;3.18;6
3585;10.7;0.99388;3.2;6
3586;9.8;0.99208;3.05;6
3587;10.3;0.99256;3.3;6
3588;11.3;0.9925;3.28;6
3589;8.8;0.99904;3.02;6
3590;10.8;0.99216;3.18;5
3591;11.5;0.99165;3.26;7
3592;8.8;0.99924;3.26;5
3593;9.4;0.9956;3.19;6
3594;9.4;0.99562;3.19;6
3595;9.6;0.9972;3.16;6
3596;9.3;0.9958;3.22;6
3597;8.9;0.99976;3.22;5
3598;10.0;0.99296;3.74;5
3599;9.1;0.9957;3.24;5
3600;9.4;0.99579;3.2;6
3601;10.1;0.99541;3.14;6
3602;10.8;0.99518;3.2;6
3603;10.0;0.99168;3.24;6
3604;10.9;0.99276;3.03;6
3605;12.0;0.99085;3.15;7
3606;9.3;0.99873;2.99;5
3607;12.3;0.99172;3.22;7
3608;10.4;0.99312;3.45;6
3609;10.5;0.9972;3.22;5
3610;9.8;0.99278;3.41;6
3611;10.5;0.99092;3.06;6
3612;9.9;0.9962;3.16;6
3613;11.4;0.99053;3.27;7
3614;9.2;0.99858;3.18;5
3615;9.7;0.9984;3.09;5
3616;10.0;0.99335;3.09;5
3617;10.3;0.9949;3.13;6
3618;9.8;0.99532;3.16;7
3619;9.3;0.99727;3.19;5
3620;12.4;0.99026;3.08;7
3621;9.3;0.99668;3.16;6
3622;9.5;0.9952;3.26;6
3623;10.5;0.99144;3.08;6
3624;12.8;0.99015;3.26;7
3625;10.8;0.9914;2.99;6
3626;10.0;0.99693;3.1;6
3627;11.8;0.99035;3.38;8
3628;12.0;0.99006;3.19;6
3629;12.6;0.99126;3.18;6
3630;11.9;0.98994;3.37;8
3631;10.6;0.98985;3.13;5
3632;9.2;0.9971;3.42;5
3633;10.0;0.99882;3.17;6
3634;9.2;0.99477;3.36;5
3635;9.3;0.99478;3.36;6
3636;10.2;0.99576;3.24;6
3637;10.2;0.99578;3.25;6
3638;8.7;0.99354;3.14;5
3639;10.7;0.99244;3.24;5
3640;12.1;0.99084;3.18;6
3641;9.5;0.99612;3.12;6
3642;11.2;0.99356;3.18;6
3643;12.0;0.98952;2.93;6
3644;8.8;0.99955;3.26;7
3645;10.8;0.99374;3.8;6
3646;13.1;0.9892;3.31;7
3647;12.5;0.99144;3.08;7
3648;11.7;0.99352;3.09;8
3649;11.6;0.9935;3.09;8
3650;11.3;0.99237;3.29;6
3651;11.4;0.99022;3.11;5
3652;12.2;0.99032;3.4;5
3653;11.7;1.03898;3.39;6
3654;10.4;0.99587;3.31;6
3655;10.4;0.99587;3.31;6
3656;9.1;0.99976;3.17;5
3657;12.2;0.99354;3.05;6
3658;9.4;0.99552;3.12;5
3659;9.4;0.99552;3.11;5
3660;9.2;0.99604;3.22;5
3661;9.4;0.99584;3.2;5
3662;13.5;0.98894;3.22;7
3663;9.4;0.9963;3.07;5
3664;10.9;0.993;3.13;8
3665;11.4;0.99068;3.19;7
3666;12.4;0.98964;3.19;7
3667;10.5;0.9923;3.3;6
3668;11.5;0.99437;3.26;8
3669;10.8;0.99238;3.34;6
3670;8.9;0.99801;3.03;5
3671;8.9;0.99802;3.03;5
3672;9.4;0.99566;3.2;6
3673;12.2;0.99067;3.44;7
3674;12.1;0.99066;2.99;7
3675;10.9;0.9929;3.17;5
3676;10.1;0.9934;3.34;6
3677;13.0;0.98912;3.31;7
3678;11.0;0.99066;3.23;5
3679;10.8;0.99228;3.19;5
3680;9.3;0.9958;2.91;4
3681;11.4;0.99052;3.44;6
3682;9.2;0.99312;2.99;5
3683;9.9;0.9968;3.5;5
3684;10.5;0.99502;3.22;5
3685;12.4;0.99084;3.06;6
3686;9.5;0.99573;3.18;6
3687;10.5;0.99256;3.16;6
3688;9.1;0.9959;3.23;6
3689;11.5;0.99084;3.38;7
3690;11.2;0.99644;3.17;5
3691;10.8;0.99526;3.22;5
3692;9.4;0.9954;3.12;5
3693;11.0;0.99095;3.17;6
3694;11.3;0.99188;3.21;7
3695;11.2;0.9909;3.28;6
3696;10.4;0.99581;3.21;6
3697;11.2;0.99132;3.1;7
3698;11.1;0.98936;3.14;7
3699;11.2;0.99136;3.18;6
3700;10.5;0.99142;3.29;6
3701;10.0;0.99232;3.2;6
3702;10.0;0.99232;3.2;6
3703;10.9;0.993;3.1;5
3704;10.9;0.99311;3.15;7
3705;11.7;0.98993;3.5;5
3706;10.0;0.99208;3.16;5
3707;9.5;0.99776;3.02;5
3708;9.0;0.99839;3.03;5
3709;10.0;0.99574;3.04;5
3710;11.9;0.99093;3.08;5
3711;10.6;0.99156;3.57;6
3712;11.0;0.99278;3.15;6
3713;11.2;0.9924;3.25;7
3714;12.0;0.98984;3.51;7
3715;12.6;0.99035;3.24;8
3716;10.5;0.99165;3.24;6
3717;10.2;0.9923;3.11;6
3718;12.2;0.99008;3.57;6
3719;12.3;0.98964;3.18;6
3720;10.4;0.9909;3.36;6
3721;12.7;0.9889;3.15;7
3722;10.6;0.99178;3.05;5
3723;12.3;0.99076;3.14;6
3724;11.4;0.99046;3.09;6
3725;12.0;0.98999;3.65;7
3726;12.4;0.98946;3.23;8
3727;12.1;0.98976;3.24;7
3728;10.7;0.99672;3.21;5
3729;9.3;0.99482;2.97;5
3730;12.7;0.98945;3.37;6
3731;11.7;0.98883;3.18;6
3732;10.7;0.99362;2.93;5
3733;11.8;0.99075;2.99;7
3734;9.9;0.99436;3.2;5
3735;13.4;0.98988;3.23;7
3736;12.8;0.99158;3.12;7
3737;12.8;0.99265;3.15;6
3738;10.5;0.99195;3.13;5
3739;11.5;0.99168;3.31;5
3740;10.5;0.9918;3.04;4
3741;13.0;0.99313;2.95;6
3742;12.4;0.9895;3.19;8
3743;10.2;0.9932;3.16;6
3744;9.0;0.99848;3.23;5
3745;12.0;0.9909;3.33;7
3746;11.7;0.99014;3.15;7
3747;10.0;0.9952;3.58;5
3748;10.3;0.99652;3.37;5
3749;11.1;0.99104;2.99;5
3750;9.0;0.99772;3.31;5
3751;10.5;0.9922;3.4;6
3752;11.9;0.99076;3.27;7
3753;9.4;0.99622;3.27;5
3754;11.4;0.9902;3.31;6
3755;10.8;0.99114;3.31;7
3756;9.8;0.9938;3.1;5
3757;9.3;0.99594;3.2;5
3758;11.3;0.99035;3.24;6
3759;11.3;0.99032;3.23;6
3760;9.5;0.99558;3.22;5
3761;9.3;0.99413;3.03;5
3762;11.4;0.99043;3.03;6
3763;12.7;0.98982;3.22;6
3764;13.5;0.98934;3.2;7
3765;11.2;0.9902;3.06;6
3766;10.7;0.99449;3.19;5
3767;10.8;0.99629;3.01;4
3768;10.5;0.9948;3.46;6
3769;13.0;0.98984;3.13;8
3770;10.8;0.99326;3.08;6
3771;9.1;0.99834;3.05;6
3772;10.1;0.99555;3.1;5
3773;11.9;0.98975;3.3;8
3774;12.0;0.99216;2.98;7
3775;11.6;0.9901;3.22;8
3776;10.2;0.99573;3.14;6
3777;9.8;0.99215;3.3;5
3778;11.4;0.98993;2.95;4
3779;9.8;0.99218;3.3;5
3780;9.8;0.99564;3.19;8
3781;10.7;0.99397;3.21;6
3782;10.6;0.99576;3.11;5
3783;9.3;0.99601;3.17;5
3784;14.0;0.98713;3.33;8
3785;11.0;0.99308;3.36;6
3786;9.4;0.99582;3.21;6
3787;9.0;0.99494;3.1;6
3788;9.0;0.9929;3.08;5
3789;10.0;0.99471;3.37;5
3790;9.0;0.9929;3.08;5
3791;12.4;0.99037;3.29;7
3792;11.3;0.99304;3.14;5
3793;12.0;0.99026;2.8;6
3794;11.7;0.98986;3.01;6
3795;13.2;0.98951;2.84;7
3796;11.0;0.99634;3.07;7
3797;11.0;0.99368;3.22;6
3798;9.2;0.99792;3.02;5
3799;13.0;0.99026;3.08;7
3800;10.6;0.99362;3.77;5
3801;13.0;0.98919;3.55;8
3802;9.0;0.99835;3.04;6
3803;11.5;0.99038;2.93;5
3804;11.0;0.99104;3.11;6
3805;9.9;0.99286;3.11;5
3806;10.4;0.99296;3.12;6
3807;9.9;0.9954;3.06;6
3808;11.0;0.9914;3.07;6
3809;12.1;0.99286;3.18;6
3810;9.7;0.99604;2.96;6
3811;12.2;0.99119;2.99;7
3812;12.4;0.99007;3.15;7
3813;10.5;0.99507;3.03;7
3814;10.4;0.99596;3.28;6
3815;12.0;0.99011;3.15;6
3816;12.7;0.99184;3.07;6
3817;10.9;0.99469;3.11;7
3818;10.9;0.99406;3.11;7
3819;11.4;0.99305;3.15;7
3820;11.0;0.99096;3.22;6
3821;12.6;0.98956;3.45;7
3822;11.6;0.9921;3.29;7
3823;10.5;0.99496;3.11;7
3824;12.5;0.9888;3.03;6
3825;12.1;0.98942;3.11;8
3826;11.3;0.99082;3.02;6
3827;13.3;0.98802;3.07;7
3828;11.0;0.99074;3.16;6
3829;12.1;0.98968;3.08;6
3830;13.0;0.9887;3.36;7
3831;8.8;0.99941;2.94;6
3832;9.5;0.99388;3.16;5
3833;11.8;0.99206;3.2;6
3834;12.2;0.99035;3.14;6
3835;10.7;0.99581;3.05;6
3836;11.0;0.9976;3.07;6
3837;11.4;0.99362;2.99;6
3838;12.0;0.99016;3.09;6
3839;11.9;0.99176;3.02;8
3840;11.8;0.99439;3.02;6
3841;10.6;0.99458;3.34;4
3842;9.7;0.99418;3.06;5
3843;11.0;0.99178;3.76;7
3844;10.5;0.99456;2.99;6
3845;10.4;0.99578;3.1;5
3846;10.5;0.99546;3.2;6
3847;12.0;0.99518;3.12;8
3848;9.2;0.99646;3.22;6
3849;10.9;0.99264;3.37;5
3850;9.5;0.99578;3.15;6
3851;9.4;0.99604;3.15;6
3852;11.3;0.99014;3.13;7
3853;10.4;0.99489;3.42;5
3854;9.4;0.99884;3.26;6
3855;11.3;0.99054;3.02;6
3856;8.8;0.99782;3.14;6
3857;10.8;0.99519;3.2;5
3858;9.4;0.99882;3.25;6
3859;9.2;0.9931;2.95;6
3860;10.3;0.99666;3.12;6
3861;9.9;0.99324;3.09;6
3862;12.4;0.99086;3.19;6
3863;11.9;0.9908;3.11;5
3864;11.7;0.99067;3.11;6
3865;9.4;0.99711;2.98;5
3866;9.6;0.99452;3.53;4
3867;10.4;0.9945;2.98;7
3868;9.5;0.99427;3.09;5
3869;11.9;0.99152;3.2;6
3870;12.5;0.98935;3.18;6
3871;13.4;0.98876;3.16;5
3872;12.7;0.99174;3.13;5
3873;9.1;0.99572;3.17;5
3874;10.5;0.99184;2.9;6
3875;10.4;0.99454;3.19;5
3876;12.5;0.99164;3.08;8
3877;9.0;0.99778;2.95;5
3878;9.8;0.9975;3.18;6
3879;10.7;0.99205;3.17;4
3880;12.4;0.98962;3.16;6
3881;12.5;0.99118;3.08;8
3882;12.1;0.99274;3.1;7
3883;11.3;0.99184;2.92;6
3884;12.0;0.99052;3.25;5
3885;10.4;0.99546;3.28;5
3886;12.2;0.98972;3.11;7
3887;8.6;0.9942;3.05;5
3888;12.1;0.99022;2.96;5
3889;12.0;0.99253;3.32;5
3890;11.9;0.9903;3.46;6
3891;13.7;0.98906;3.25;7
3892;11.3;0.99146;3.22;6
3893;10.5;0.9951;3.02;6
3894;10.1;0.995;3.14;3
3895;12.3;0.98876;2.94;6
3896;12.0;0.98956;3.06;7
3897;9.5;0.99592;3.12;6
3898;11.4;0.99129;3.02;6
3899;11.9;0.99064;3.16;7
3900;10.0;0.99368;2.85;6
3901;11.3;0.99121;3.23;7
3902;11.7;0.99104;3.25;5
3903;11.0;0.99221;3.36;7
3904;12.2;0.98924;2.97;7
3905;10.7;0.99176;2.91;7
3906;10.9;0.99432;3.11;6
3907;10.2;0.99366;3.17;6
3908;11.1;0.99178;3.15;5
3909;11.2;0.99126;3.0;6
3910;10.6;0.99252;3.07;6
3911;10.3;0.99709;3.03;5
3912;10.4;0.99513;3.4;4
3913;11.9;0.99045;3.1;6
3914;11.9;0.99;3.19;7
3915;10.4;0.99305;3.12;5
3916;9.2;0.99888;3.11;6
3917;11.3;0.99182;3.24;6
3918;11.0;0.9913;3.25;7
3919;12.9;0.98836;3.08;7
3920;10.8;0.9897;3.09;5
3921;9.1;0.99586;3.16;6
3922;12.9;0.98892;3.35;6
3923;12.2;0.99156;3.46;5
3924;10.3;0.99534;3.06;5
3925;11.0;0.99322;3.08;7
3926;11.0;0.99296;3.17;5
3927;11.7;0.99098;3.69;6
3928;12.0;0.98972;3.2;6
3929;12.7;0.98964;3.17;6
3930;8.8;0.99918;3.11;5
3931;12.8;0.99008;3.19;6
3932;11.2;0.992;3.18;6
3933;8.9;0.99851;3.26;6
3934;11.2;0.99026;3.5;5
3935;11.1;0.9906;3.23;6
3936;10.8;0.99293;3.05;6
3937;9.3;0.99658;3.18;6
3938;12.7;0.9911;3.22;7
3939;12.0;0.9904;3.16;6
3940;11.2;0.99026;3.5;5
3941;8.8;0.99946;3.23;6
3942;10.4;0.99568;3.2;6
3943;14.0;0.9907;3.38;6
3944;13.1;0.99018;3.03;6
3945;12.3;0.98994;3.25;6
3946;12.6;0.99075;3.27;6
3947;12.0;0.99212;3.18;7
3948;9.5;0.99684;2.87;5
3949;12.7;0.99036;3.08;7
3950;10.5;0.99456;3.4;6
3951;12.9;0.98865;3.15;6
3952;11.9;0.99222;3.06;6
3953;12.0;0.99022;3.24;6
3954;12.5;0.99076;3.25;6
3955;12.1;0.99144;3.21;7
3956;12.5;0.98961;3.05;6
